iter	MAPE
152	0.1991788567
153	0.1991320986
154	0.1990814193
155	0.1989358135
156	0.1988926804
157	0.1988556473
158	0.1988002326
159	0.1987527827
160	0.1987136774
161	0.1986455221
162	0.1986038783
163	0.1985605575
164	0.1984938761
165	0.1984300431
166	0.1983839499
167	0.1983311173
168	0.1982834421
169	0.1982289898
170	0.1981777343
171	0.198136446
172	0.1980816986
173	0.1980298146
174	0.1979865038
175	0.197944608
176	0.1978885557
177	0.1978417508
178	0.1977920275
179	0.197756515
180	0.1977005893
181	0.1976587075
182	0.1976130973
183	0.1975725532
184	0.1975304249
185	0.1974823778
186	0.1974488183
187	0.197409387
188	0.1973714463
189	0.1973337782
190	0.1972816527
191	0.1972441529
192	0.1972091372
193	0.197175238
194	0.1971245666
195	0.1970913919
196	0.1970408068
197	0.1970004586
198	0.1969709326
199	0.1969425663
200	0.1969007542
201	0.1968584195
202	0.1968285277
203	0.1967843014
204	0.1967253009
205	0.1966912628
206	0.1966492347
207	0.196613467
208	0.196565219
209	0.1965196658
210	0.196485829
211	0.1964568173
212	0.1964124007
213	0.1963572375
214	0.1963150472
215	0.196284793
216	0.1962427136
217	0.1962062088
218	0.1961720308
219	0.1961009106
220	0.1960681507
221	0.1960395538
222	0.1960036724
223	0.1959642969
224	0.195919594
225	0.1958921611
226	0.195857384
227	0.1957972667
228	0.1957705726
229	0.1957416278
230	0.1957015446
231	0.195668761
232	0.1956192665
233	0.1955450242
234	0.1955102194
235	0.1954498646
236	0.1954179295
237	0.1953933266
238	0.1953510977
239	0.1953227442
240	0.1952909456
241	0.1952600937
242	0.1952246533
243	0.1951885566
244	0.1951384413
245	0.1951099596
246	0.1950827072
247	0.1949687985
248	0.1949410518
249	0.1949173799
250	0.1948527591
251	0.1948228023
252	0.1947773285
253	0.1947494828
254	0.1947043519
255	0.1946551497
256	0.1946240945
257	0.1945980661
258	0.1945684941
259	0.1945494094
260	0.1945148898
261	0.1944866219
262	0.1944218564
263	0.1943933537
264	0.1943631796
265	0.1943252965
266	0.1942939416
267	0.1942346205
268	0.1941834547
269	0.1941459795
270	0.1941160999
271	0.1940846658
272	0.1940606946
273	0.1940282065
274	0.1939866786
275	0.1939573288
276	0.1938521597
277	0.1938255667
278	0.1937932071
279	0.1937622936
280	0.1937364755
281	0.1937103782
282	0.1936837663
283	0.1936542287
284	0.1936238616
285	0.193576435
286	0.1935518749
287	0.1935301546
288	0.1935082296
289	0.1934622993
290	0.193436113
291	0.1934005909
292	0.1933618414
293	0.1933325095
294	0.1932971267
295	0.1932338474
296	0.193192532
297	0.1931716395
298	0.1931409721
299	0.1931144537
300	0.1930841444
301	0.1930571486
302	0.1930293583
303	0.1929589713
304	0.192931664
305	0.1929008452
306	0.1928448951
307	0.1927841817
308	0.1927386132
309	0.1927151048
310	0.1926910319
311	0.1926677813
312	0.1926378615
313	0.1926027919
314	0.1925858415
315	0.1925667139
316	0.1925433545
317	0.1925212855
318	0.1924888533
319	0.1924349594
320	0.1923900568
321	0.192356247
322	0.192338827
323	0.1923190339
324	0.1922851121
325	0.1922513311
326	0.1922255537
327	0.1921476967
328	0.1921279987
329	0.1920992639
330	0.1920845167
331	0.1920431824
332	0.1920225219
333	0.1919934982
334	0.1919743384
335	0.1919478673
336	0.1919140852
337	0.191888145
338	0.1918504072
339	0.1918177714
340	0.1917508649
341	0.1917329378
342	0.1917103587
343	0.191678679
344	0.1916497381
345	0.1916276817
346	0.1916026941
347	0.1915847129
348	0.1915638117
349	0.1915415969
350	0.1915137982
351	0.191485941
352	0.1914384446
353	0.1913986682
354	0.1913781512
355	0.191350909
356	0.1913145311
357	0.1912842104
358	0.1912277261
359	0.1911986698
360	0.1911536281
361	0.1911280985
362	0.1911083745
363	0.1910823439
364	0.1910471824
365	0.1910223773
366	0.1909587692
367	0.190927524
368	0.1909065905
369	0.1908813889
370	0.1908518143
371	0.190812977
372	0.1907899032
373	0.1907285999
374	0.1906900402
375	0.1906530434
376	0.1906105646
377	0.1905816181
378	0.1905187236
379	0.190487889
380	0.1904565167
381	0.1904168266
382	0.1903792756
383	0.1903468799
384	0.1903176961
385	0.1902893815
386	0.190250853
387	0.1902243334
388	0.1901947432
389	0.1901671449
390	0.1901369244
391	0.1901127541
392	0.1900862638
393	0.1900621389
394	0.1900313277
395	0.1900021484
396	0.1899723503
397	0.1899281628
398	0.1899002747
399	0.189876003
400	0.1898448691
401	0.1898162349
402	0.1897425246
403	0.1897201692
404	0.1896890973
405	0.1896646609
406	0.1896358318
407	0.1896040848
408	0.189577236
409	0.18955186
410	0.1895083933
411	0.1894754879
412	0.1894455215
413	0.1894165368
414	0.1893907599
415	0.1893624786
416	0.1893388808
417	0.1893061159
418	0.1892816801
419	0.1892548209
420	0.1892305789
421	0.1892094024
422	0.1891877018
423	0.1891528727
424	0.1891342798
425	0.1891077626
426	0.1890747424
427	0.1890557959
428	0.1890252039
429	0.1890049237
430	0.1889672095
431	0.1889373612
432	0.188919276
433	0.1888912591
434	0.1888688137
435	0.1888363782
436	0.1888159752
437	0.1887923692
438	0.1887741492
439	0.188739423
440	0.1887202378
441	0.1886963117
442	0.1886610931
443	0.1886382749
444	0.1886207471
445	0.1885858063
446	0.1885645573
447	0.1885397076
448	0.1885225229
449	0.1884993617
450	0.1884816138
451	0.188461005
452	0.1884304352
453	0.1884039672
454	0.1883838427
455	0.1883535485
456	0.1883308426
457	0.1883155765
458	0.1882932106
459	0.1882714505
460	0.188239409
461	0.1882177217
462	0.1881855229
463	0.1881671306
464	0.1881497937
465	0.1881156324
466	0.1880927573
467	0.1880790981
468	0.1880581349
469	0.1880332667
470	0.1880138981
471	0.1879820933
472	0.187961051
473	0.1879394798
474	0.1879173498
475	0.1878933052
476	0.187856219
477	0.1878308672
478	0.1878074541
479	0.1877634388
480	0.1877417567
481	0.1877182332
482	0.1876977141
483	0.1876795372
484	0.1876637084
485	0.1876184838
486	0.1875877371
487	0.1875651694
488	0.1875449356
489	0.1874921652
490	0.1874611014
491	0.1874322545
492	0.1874070277
493	0.1873737853
494	0.1873521273
495	0.1873226022
496	0.1873068941
497	0.187259222
498	0.1872349168
499	0.1872048899
500	0.1871799432
501	0.1871533733
502	0.1871084233
503	0.1870845351
504	0.1870684982
505	0.1870524716
506	0.1870226985
507	0.1869980206
508	0.1869718621
509	0.1869567193
510	0.1869335087
511	0.1869086662
512	0.1868699016
513	0.1868431299
514	0.1868206671
515	0.1867945465
516	0.1867643895
517	0.1867357123
518	0.1867145915
519	0.1866922694
520	0.1866647439
521	0.1866447739
522	0.1866245648
523	0.186597016
524	0.1865565247
525	0.1865370082
526	0.1865177451
527	0.1864971952
528	0.1864789599
529	0.1864608824
530	0.1864236944
531	0.1864037727
532	0.1863782157
533	0.1863624161
534	0.186342032
535	0.1863148151
536	0.1862965274
537	0.1862797079
538	0.186256345
539	0.1862357396
540	0.1862003182
541	0.1861819089
542	0.1861648021
543	0.1861395134
544	0.1861236778
545	0.1861084982
546	0.1860800207
547	0.1860619573
548	0.1860356424
549	0.1860061286
550	0.1859927451
551	0.1859694753
552	0.1859539007
553	0.1859334273
554	0.1859207164
555	0.1858912588
556	0.185854372
557	0.1858328222
558	0.1858204444
559	0.1857992719
560	0.1857677704
561	0.185743365
562	0.1857176841
563	0.1856999896
564	0.1856873137
565	0.1856622178
566	0.1856491599
567	0.1856243784
568	0.1856000207
569	0.1855751431
570	0.1855303163
571	0.1855172929
572	0.1854944907
573	0.1854806298
574	0.1854684761
575	0.1854576764
576	0.1854377863
577	0.1854241741
578	0.1854111312
579	0.1853921886
580	0.1853733726
581	0.1853285278
582	0.1853098214
583	0.1852928037
584	0.1852686625
585	0.1852246919
586	0.1852026789
587	0.1851892529
588	0.1851736645
589	0.1851543125
590	0.1851433529
591	0.1851321931
592	0.185110352
593	0.1850891522
594	0.1850712149
595	0.185054345
596	0.1850426257
597	0.1850163806
598	0.1850022106
599	0.1849916511
600	0.1849639887
601	0.1849519541
602	0.1849344657
603	0.1849230155
604	0.1848953867
605	0.1848773916
606	0.1848641101
607	0.18485469
608	0.184841334
609	0.1848097051
610	0.18479999
611	0.1847832797
612	0.184770231
613	0.1847573926
614	0.1847477249
615	0.184738732
616	0.1847267265
617	0.1847096007
618	0.1846987898
619	0.184688146
620	0.1846721899
621	0.1846566709
622	0.1846429125
623	0.1846252767
624	0.1846047604
625	0.1845926737
626	0.1845779286
627	0.1845585408
628	0.1845465256
629	0.1845371896
630	0.1845228448
631	0.1845068527
632	0.1844914581
633	0.1844827616
634	0.1844755011
635	0.1844645806
636	0.1844521187
637	0.1844412528
638	0.1844325791
639	0.1844158696
640	0.1843906233
641	0.1843765745
642	0.1843602891
643	0.1843379681
644	0.1843214423
645	0.1843050735
646	0.184293986
647	0.1842733606
648	0.1842617397
649	0.184246187
650	0.1842249787
651	0.1842066444
652	0.1841957606
653	0.184184258
654	0.184170604
655	0.1841452016
656	0.18413139
657	0.1841072136
658	0.1840862935
659	0.184074197
660	0.184037961
661	0.1840109742
662	0.1839938992
663	0.1839792573
664	0.1839633766
665	0.1839262331
666	0.1839086378
667	0.183882474
668	0.1838546267
669	0.1838384816
670	0.1838160397
671	0.1837915855
672	0.1837632113
673	0.1837373557
674	0.1837234305
675	0.1837101902
676	0.1836954073
677	0.1836672757
678	0.1836525745
679	0.1836428981
680	0.1836180833
681	0.1836066683
682	0.1835855857
683	0.1835662268
684	0.1835449641
685	0.1835246349
686	0.1835082047
687	0.1834892131
688	0.1834777545
689	0.1834567862
690	0.1834370761
691	0.183426449
692	0.1834077297
693	0.183388156
694	0.1833736114
695	0.1833501796
696	0.1833089758
697	0.1832984386
698	0.1832858032
699	0.1832756899
700	0.1832624491
701	0.1832420614
702	0.1832278096
703	0.1832190189
704	0.1831964479
705	0.183186493
706	0.1831650953
707	0.1831548532
708	0.1831332482
709	0.1831218408
710	0.183107801
711	0.1830953221
712	0.1830753808
713	0.1830547586
714	0.1830314673
715	0.1830070234
716	0.1829883341
717	0.1829635438
718	0.1829248174
719	0.1829056545
720	0.1828866713
721	0.1828613163
722	0.1828425231
723	0.1828162785
724	0.1827955771
725	0.1827853647
726	0.1827609225
727	0.1827398195
728	0.1827234136
729	0.182703569
730	0.1826876252
731	0.1826666243
732	0.1826497
733	0.1826296782
734	0.1826172887
735	0.1826018051
736	0.1825829854
737	0.1825630895
738	0.1825433
739	0.1825266744
740	0.1825156323
741	0.1824935926
742	0.1824782204
743	0.1824591571
744	0.1824473178
745	0.1824055604
746	0.1823870828
747	0.182370373
748	0.182350719
749	0.1823266941
750	0.182312755
751	0.182296489
752	0.1822831855
753	0.1822656122
754	0.1822497643
755	0.18223727
756	0.1822199901
757	0.1822058035
758	0.1821838552
759	0.1821697091
760	0.1821569923
761	0.1821450558
762	0.1821312572
763	0.1821168766
764	0.1821004873
765	0.1820858393
766	0.1820744955
767	0.1820580891
768	0.1820460459
769	0.1820268685
770	0.1820130017
771	0.1819982771
772	0.1819872003
773	0.1819733424
774	0.1819597158
775	0.1819474259
776	0.181935054
777	0.1819217345
778	0.1819109392
779	0.1818930168
780	0.1818719891
781	0.1818577961
782	0.1818455475
783	0.1818365773
784	0.1818272345
785	0.1818112212
786	0.1818009208
787	0.1817894817
788	0.1817789789
789	0.1817702312
790	0.1817577316
791	0.1817486534
792	0.1817358811
793	0.1817246902
794	0.1816869402
795	0.181678007
796	0.1816652935
797	0.1816521182
798	0.181640851
799	0.1816224746
800	0.1816087515
801	0.1815947049
802	0.1815783533
803	0.1815554638
804	0.1815426726
805	0.1815296449
806	0.1815150061
807	0.1815075923
808	0.1815012088
809	0.1814916813
810	0.1814817571
811	0.1814722525
812	0.1814633829
813	0.1814503296
814	0.1814387982
815	0.1814228041
816	0.1814030355
817	0.1813871497
818	0.1813794432
819	0.1813673039
820	0.1813561168
821	0.1813450475
822	0.1813376935
823	0.1813244221
824	0.1813101306
825	0.1812976442
826	0.1812902616
827	0.1812825907
828	0.181269956
829	0.1812640329
830	0.1812546149
831	0.1812437264
832	0.1812375622
833	0.1812252588
834	0.1812158027
835	0.1812016088
836	0.1811961806
837	0.1811855497
838	0.1811772953
839	0.1811622285
840	0.1811485159
841	0.1811400053
842	0.1811335186
843	0.1811250374
844	0.1811196945
845	0.1811089599
846	0.1810993348
847	0.181087387
848	0.1810820435
849	0.1810520279
850	0.1810461398
851	0.1810342609
852	0.1810258302
853	0.181016536
854	0.1810060614
855	0.1809971958
856	0.180991575
857	0.1809840536
858	0.1809693487
859	0.1809589457
860	0.1809508957
861	0.1809439299
862	0.1808993415
863	0.1808899895
864	0.1808828717
865	0.1808719144
866	0.1808272468
867	0.1808109298
868	0.180798987
869	0.1807871951
870	0.1807799641
871	0.1807706005
872	0.1807633821
873	0.180758782
874	0.1807479277
875	0.1807410224
876	0.180732297
877	0.1807207714
878	0.1807140656
879	0.1807082619
880	0.1807013542
881	0.1806877228
882	0.1806757634
883	0.1806659717
884	0.1806530854
885	0.1806433676
886	0.1806392563
887	0.1806306045
888	0.1806169824
889	0.180606054
890	0.1805966327
891	0.180587883
892	0.1805788747
893	0.1805737127
894	0.1805647101
895	0.1805539101
896	0.1805462484
897	0.1805388672
898	0.1805326635
899	0.1805255879
900	0.1805093066
901	0.1804996865
902	0.1804877813
903	0.1804776466
904	0.1804697297
905	0.1804639616
906	0.1804566512
907	0.1804505698
908	0.1804452347
909	0.1804355265
910	0.1803788232
911	0.1803721382
912	0.1803633222
913	0.1803557203
914	0.180348399
915	0.1803452108
916	0.1803408418
917	0.1802946784
918	0.1802856013
919	0.1802784182
920	0.1802729355
921	0.180264065
922	0.1802527052
923	0.1802417674
924	0.1802376527
925	0.1802285304
926	0.1802227979
927	0.1802192252
928	0.180206505
929	0.180199034
930	0.1801845117
931	0.1801758904
932	0.1801730337
933	0.1801570403
934	0.1801505162
935	0.1801469918
936	0.1801404354
937	0.180131107
938	0.180125669
939	0.1801166169
940	0.1801119285
941	0.1801044058
942	0.1800979071
943	0.1800923612
944	0.1800850439
945	0.1800732225
946	0.1800669199
947	0.1800596868
948	0.180050149
949	0.1800449487
950	0.1800363983
951	0.1800313894
952	0.1800270813
953	0.1800194837
954	0.1800162256
955	0.1800140279
956	0.180000382
957	0.179996111
958	0.1799850983
959	0.1799821233
960	0.1799724979
961	0.1799689045
962	0.1799670452
963	0.1799598932
964	0.1799581096
965	0.1799449155
966	0.1799371758
967	0.1799267442
968	0.1799192489
969	0.1799093958
970	0.1799019233
971	0.1798915583
972	0.1798841168
973	0.1798750756
974	0.1798716486
975	0.179836507
976	0.1798273789
977	0.1798229393
978	0.1798189036
979	0.1798123111
980	0.1798042087
981	0.1797942745
982	0.1797875648
983	0.179778057
984	0.1797691241
985	0.1797600416
986	0.1797528192
987	0.1797435096
988	0.1797352143
989	0.1797309082
990	0.1797285146
991	0.1797217036
992	0.1797146513
993	0.1797027997
994	0.1796964167
995	0.1796904453
996	0.1796807877
997	0.1796712837
998	0.1796647603
999	0.179658669
