PLD
514.75
514.79
514.74
514.75
514.76
514.77
514.67
514.38
514.47
514.81
517.83
518.12
515.75
514.6
515.64
513.74
513.2
513.14
512.77
512.52
511.81
510.51
511.69
512.82
513.38
513.47
513.55
513.63
513.73
513.78
513.84
513.97
513.33
513.88
516.71
518.51
518.21
515.53
501.83
500.3
499.79
498.96
498.88
499.91
501.56
506.42
513.28
518.57
520.72
521.59
519.49
525.25
529.49
529.57
527.74
520.82
514.33
512.46
517.08
519.91
519.44
516.02
506.08
501.73
497.92
496.39
496.37
496.49
499.87
504.46
512.13
517
519.58
519.81
518.55
526.32
538
539.97
534.96
518.42
512.85
510.24
516.29
517.36
517.26
515.32
511.18
507.4
505.97
505.69
505.7
505.98
509.55
511.46
515.24
517.7
520.06
519.14
518.42
519.39
519.45
519.43
519.08
517.81
513.66
513.23
514.98
515.58
514.47
512.8
506.01
504.65
504.33
503.12
502.86
504.16
506.24
511.03
515.85
517.51
519.19
519.73
517.97
520.82
522.6
522.25
522.06
517.91
515.52
514.86
516.71
516.84
516.47
514.7
504.27
500.74
496.65
492.94
492.74
499.25
504.36
507.57
514.89
518.7
521.44
522.01
521.49
523.63
525.5
525.53
525.45
521.69
515.97
514.86
520.55
521.04
520.4
521.73
514.95
514.12
512.62
510.22
510.04
509.93
510.08
510.68
514.07
514.93
514.99
515.03
515.02
514.98
514.92
514.84
514.76
514.68
514.6
514.84
516.88
516.65
515.17
514.19
518.16
510.96
504.27
501.51
498.97
496.75
479.09
493.94
508.59
513.25
519.62
519.76
519.66
519.47
519.46
519.68
521.41
522.75
523.22
525.45
525.93
525.04
523.89
522.58
504.06
500.46
499.1
498.5
499.71
503.48
508.82
512.19
515.95
519.4
520.97
521.07
520.2
521.18
521.87
521.7
520.88
518.14
517.02
519.78
519.42
518.77
516.76
513.96
506.9
504.82
503.67
503.53
503.55
504.97
506.63
508.1
513.95
518.25
519.59
520.27
518.59
520.33
522.47
522.86
521.16
517.82
515.83
518.21
517.77
517.51
515.6
511.01
504.86
501.88
501.53
501.42
501.42
502.25
504.75
507.05
514.82
519.29
520.61
521.64
519.93
522.55
526.84
524.41
522.83
518.32
515.56
518.73
518.64
518.4
515.42
510.22
502.53
500.72
500.47
499.83
499.88
501.46
502.91
504.94
515
520.82
523.93
524.31
522.54
525.38
526.8
526.72
525.18
517.9
514.04
518.95
519.03
518.15
514.61
507.26
501.5
500.39
499.92
499.34
499.34
500.17
502.15
504.23
512.73
519.54
521.83
522.96
521.54
524.56
528.67
527.01
523.72
519.64
515.95
519.69
519.49
518.31
518.82
511.83
448.04
446.43
445.92
444.25
443.81
443.59
443.28
443.4
446.79
448.07
448.84
449
449.08
449.17
449.26
449.35
449.44
449.5
450.15
451.92
451.59
449.89
449.5
446.66
440.64
439.89
439.38
439.29
439.28
438.38
433.84
436.5
439.39
439.69
439.76
439.87
439.85
439.85
439.91
439.93
440.01
440.19
444.46
450.23
450.68
450.68
450.05
446.04
437.81
433.72
433.19
432.69
432.91
433.8
437.21
444.41
452.48
454.31
454.7
454.59
454.48
454.78
456.38
456.08
455.14
453.89
453.12
453.67
453.55
453.44
452.91
450.04
444.98
440.65
440.16
440.09
440.02
440.53
441.18
449.12
457.44
459.9
464.94
465.1
461.98
464.94
464.82
464.71
464.59
460.1
456.22
459.03
458.55
457.92
455.67
452.91
440.11
438.06
437.93
437.88
437.81
437.82
442.07
445.46
454.02
457.52
458.82
458.96
458.75
459.21
460.11
460.21
459.86
456.74
451.66
454.63
454.48
454.33
450.25
448.23
432.69
431.04
430.84
430.77
430.7
431.59
434.03
437.59
446.06
447.93
450.37
451.41
448.58
450.58
452.65
452.5
451.42
447.62
445.41
447.07
446.87
446
444.88
440.54
442.16
439.69
437.7
436.83
436.88
438.93
442.42
444.2
449.75
454.28
454.86
454.79
454.72
454.65
454.59
454.51
454.38
450.6
449.06
450.22
449.96
449.14
449.08
446.31
278.61
276.75
275.64
274.6
274.47
274.61
274.26
275.5
278.47
279.6
280
280.04
280.04
280.04
280.04
280.04
280.04
280.04
280.58
281.18
281.01
280.9
280.43
278.5
270.79
267.31
266.24
266.19
266.14
266.08
265.62
265.79
265.98
265.96
268.3
269.92
269.92
269.94
269.94
269.97
270.07
274.14
277.33
280.56
280.93
280.18
278.74
275.56
275.08
275.04
274.89
274.48
274.41
274.64
274.81
275.15
279.85
281.22
282.35
282.58
282.4
283.35
284.23
284.15
283.83
282.44
282.1
285.01
284.74
284.27
282.92
281.35
275.52
274.91
274.81
274.37
274.23
274.2
273.22
274.41
275.06
276.61
277.54
277.6
277.6
277.87
277.89
277.89
277.89
277.79
278.26
282.85
283.78
282.89
282.47
278.91
281.24
279.64
278.42
278.44
278.46
278.55
279.35
282.45
284.66
286.89
288.28
288.56
288.53
290.72
292.82
292.91
292.17
288.6
287.1
287.76
287.61
287.42
287.06
284.21
282.37
281.13
280.67
280.44
280.44
281.13
282.35
284.04
288.58
291.24
292.24
292.71
291.85
293.99
295.49
295.85
294.39
291.27
288.97
290.58
290.47
289.83
288.63
285.07
284.04
282.28
280.92
280.11
280.25
282.35
283.88
284.44
289.68
292.87
296.26
297.1
296.68
298.73
300.39
300.16
298.2
293.62
288.64
290.11
290.11
289.35
289.43
287.35
279.06
278.64
277.98
277.18
277.03
276.96
274.69
277.22
278.8
278.96
279.05
279.17
279.03
278.96
278.96
278.96
278.96
278.97
279.33
279.5
279.43
279.36
279.24
278.93
270.05
262.16
260.95
260.3
259.23
257.13
249.14
250.82
260.17
260.67
262.23
267.68
267.63
269
270.43
270.62
271.68
272.94
275.07
275.37
275.32
275.24
275.17
274.87
276.42
276.18
276.07
275.97
275.98
276.26
277.24
279.41
284.91
289.82
291.02
291.3
290.44
291.36
291.54
291.47
291.05
286.07
284.09
284.7
284.61
284.44
284.2
281.88
276.34
275.47
274.56
273.21
273.86
275.44
276.97
278.5
284.21
286.01
287.55
287.53
287.12
287.39
287.31
287.24
287.17
285.74
284.37
284.83
284.74
284.68
284.16
281.4
276.99
275.67
274.95
273.36
273.53
275.62
276.76
277.78
284.13
285.81
286.65
286.75
286.61
286.92
287.02
287.11
287.2
286.08
284.88
285.88
285.87
285.87
284.97
282.17
277.41
276.51
274.63
273.73
273.79
276.11
277.31
278.69
285
286.85
287.22
287.22
287.21
287.3
287.31
287.41
287.13
286.9
286.31
286.92
286.85
286.78
286.2
283.09
276.02
274.4
273.97
274.08
274.22
274.74
275.28
276.61
283.66
287.39
287.6
287.79
287.64
287.95
288.64
288.29
287.66
285.81
282.83
285.03
284.64
284.01
283.11
279.65
189.31
188.96
187.54
186.73
186.47
186.52
186.1
187.56
189.03
189.01
189.07
189.09
189.05
189.03
189.02
189
189
189.01
191.28
194.5
194.03
190.92
189.01
188.52
141.76
137.74
135.67
135.56
135.54
135.51
135.28
135.31
135.45
135.78
138.49
141.37
142.3
143.21
141.37
142.04
142.04
142.91
143.37
145.41
145.34
145.27
143.45
142.88
207.76
204.75
202.46
202.08
203.14
206.77
207.9
212.07
218.36
219.75
220.26
220.22
219.58
220.73
221.64
221.61
220.76
219.29
218.83
219.19
219.13
219.08
218.55
216.13
214.08
213.11
212.88
212.51
212.62
212.98
213.8
217.35
223.81
225.28
225.23
225.2
225.12
225.92
227.17
227.29
226.23
224.8
224.58
224.71
224.66
224.6
224.26
220.86
211.56
210.45
209.96
209.92
209.9
210.01
211.18
214.05
221.58
222.04
222.79
223.24
221.81
223.45
224.89
225.01
223.32
221.51
221.42
221.41
221.35
221.3
221
216.76
202
198.64
196.69
196.31
196.28
199.14
201.53
206.77
211.49
214.3
215.36
215.3
214.67
215.37
215.66
215.89
215.34
213.75
213.16
214.32
213.77
213.71
212.46
206.93
202.94
202.04
200.37
198.74
200.25
201.81
202.56
207.39
213.54
214.28
214.43
214.5
214.12
214.6
215.28
215.02
214.2
213.85
213.68
213.74
213.69
213.39
213.53
208.09
162.29
159.43
157.33
157.09
157.07
157.04
157.02
157.28
160.33
165.95
166.08
166.04
166
165.96
165.92
165.88
165.84
165.8
166.09
166.79
166.57
165.73
165.58
162.82
93.59
91.99
68.29
50.97
45.89
42.35
42.35
45.27
49.84
81.79
92.78
93.53
93.52
93.64
93.49
93.48
93.47
94.73
110.17
121.49
121.46
121.43
121.4
121.33
246.8
232.31
210.07
189.49
199.17
240.78
248.9
249.85
255.62
258.26
258.7
258.81
258.57
259.3
260
260.24
259.41
257.79
257.76
258.64
258.61
258.26
256.94
253.84
253.78
253.04
252.69
251.61
251.78
252.69
253.55
254.13
259.07
259.82
261.28
261.8
260.27
